OBJECTID,Building Occupancy,Building Address,Building Area/Neighborhood,Building Latitude,Building Longitude,Original Entry Date,Orignial Placard,Revision Entry Date,Updated Placard,Description,,,,,,,,,
182,,1018 ALABAMA ST,,38.31179684,-122.274903,2014-09-05,Yellow,2014-09-05, ,cracking and possible displacement/occupancy ok/fireplace cracking,,,,,,,,,
183,,73 BELLEVUE AVE,,38.29694121,-122.310505,2014-09-25,Green,2014-09-25, ,No comments,,,,,,,,,
184,,3703 ARGYLE ST,,38.32097987,-122.3262449,2014-09-24,Green,2014-09-24, ,"the exterior of the dwelling inspected and deemed safe to occ - superficial stucco, repairs in progress",,,,,,,,,
185,,1316 ARROYO DR,,38.30110143,-122.2894465,2014-09-05,Yellow,2014-09-05, , ,,,,,,,,,
186,,2315 ARTHUR ST,,38.28051916,-122.2964327,2014-09-25,Green,2014-09-25, ,No damage,,,,,,,,,
187,,2364 ARTHUR ST,,38.28092288,-122.297707,2014-09-29,Green,2014-09-29, ,No comments,,,,,,,,,
188,,146 ASHLAR DR,,38.31291818,-122.2750286,2014-09-05,Yellow,2014-09-05, ,restricted to front door use only-cracked on multi fireplaces,,,,,,,,,
189,,177 ASHLAR DR,,38.31334771,-122.2733687,2014-09-05,Yellow,2014-09-05, ,chimney on verge of falling,,,,,,,,,
190,,203 ASHLAR DR,,38.3133578,-122.2731453,2014-09-05,Yellow,2014-09-05, ,Cracked and displaced chimney,,,,,,,,,
191,,220 ASHLAR DR,,38.31387197,-122.272863,2014-10-02,Green,2014-10-02, ,No comments,,,,,,,,,
192,,16 AVON AVE,,38.29451693,-122.3041844,2014-09-25,Green,2014-09-25, ,No comments (other residential),,,,,,,,,
193,,1413 BANKS AVE,,38.30639385,-122.2729972,2014-09-11,Green,2014-09-11, , ,,,,,,,,,
194,,2331 BARRY ST,,38.27985575,-122.2968414,2014-09-25,Green,2014-09-25, ,"Drywall cracks in interior, no other damage",,,,,,,,,
195,,1175 AUSTIN WAY,,38.30937806,-122.3284721,2014-09-05,Yellow,2014-09-05, ,Upper portion of chimney collapse.,,,,,,,,,
196,,2714 AZALEA ST,,38.31779725,-122.2891429,2014-09-29,Green,2014-09-29, ,No damage observed,,,,,,,,,
197,,2307 BARRY ST,,38.27982968,-122.2962034,2014-09-25,Green,2014-09-25, ,"No damage noted from front yard, could not observe chimney",,,,,,,,,
198,,2649 BASSWOOD CT,,38.31640793,-122.3272146,2014-09-05,Yellow,2014-09-05, ,chimney above roofline - in process of removing,,,,,,,,,
199,,3502 BAXTER AVE,,38.32387863,-122.305206,2014-09-23,Yellow,2014-09-23, ,"chimney collpased above roof, debris removed; do not use fireplace",,,,,,,,,
200,,3509 BAXTER AVE,,38.32398226,-122.3061299,2014-09-05,Yellow,2014-09-05, ,fireplace shear,,,,,,,,,
201,,3512 BAXTER AVE,,38.32448476,-122.3060041,2014-09-05,Yellow,2014-09-05, ,top of brick chimney down,,,,,,,,,
202,,2209 BERKS ST,,38.32536036,-122.3196196,2014-09-23,Yellow,2014-09-23, ,Chimney majorely damaged need permit to repair,,,,,,,,,
203,,2133 BIG RANCH RD,,38.33045516,-122.2915426,2014-09-18,Yellow,2014-09-18, ,"cracking of stucco, interior cracking, one severe at walls of fireplace, patio cover - danger of collapse - needs repair",,,,,,,,,
204,,1057 BIRKDALE DR,,38.29200584,-122.2676636,2014-09-05,Green,2014-09-05, ,surface cracks in sheetrock,,,,,,,,,
205,,35 BLACKBERRY DR,,38.32839765,-122.2988991,2014-09-29,Green,2014-09-29, ,No damage minor stucco cracks,,,,,,,,,
206,,43 BLUE JAY CT,,38.30826888,-122.3509534,2014-09-08,Yellow,2014-09-08, ,do not inhabit or utilize areas adjacent to chimney,,,,,,,,,
207,,60 BLUE JAY CT,,38.30813893,-122.3523564,2014-09-05,Yellow,2014-09-05, ,Follow-up with Geo/ pool heaving/,,,,,,,,,
208,,368 BLUE JAY WAY,,38.30850629,-122.349652,2014-09-05,Yellow,2014-09-05, ,chimney down at roof,,,,,,,,,
209,,380 BLUE JAY WAY,,38.30822778,-122.3490128,2014-09-25,Green,2014-10-02, ,"Very minor stucco cracks, no apparent cracks @ masonary, minor crack @ firebox/chimney to wall",,,,,,,,,
210,,381 BLUE JAY WAY,,38.30870955,-122.3487773,2014-09-05,Yellow,2014-09-05, ,Chimney off of roof,,,,,,,,,
211,,2480 GINA DR,,38.32328729,-122.3241757,2014-09-29,Yellow,2014-09-29, ,From front: see chimney faliure @ roofline house fenced off so we could not tape off fall zone; possible foundation crack,,,,,,,,,
212,,2527 GINA DR,,38.32215233,-122.3247411,2014-09-29,Green,2014-09-29, ,No Structual Damage vivisble,,,,,,,,,
213,,4 GLEN CT,,38.31408126,-122.3196412,2014-09-05,Yellow,2014-09-05, ,foundating supportin post at front porch damaged,,,,,,,,,
214,,18 GLEN CT,,38.31378798,-122.3206343,2014-09-05,Yellow,2014-09-05, ,"moderate damage tolower bathroom wall, front porch over hang moved - OK to occ",,,,,,,,,
215,,23 GLEN CT,,38.31327193,-122.3206609,2014-09-05,Yellow,2014-09-05, ,roof tile damage - roof deflectio noted over dining room - OK to occ,,,,,,,,,
216,,1818 BROWN ST,,38.30460124,-122.2907635,2014-10-02,Green,2014-10-02, ,Minor indeterminate cracks on chimney @ interface w/roof,,,,,,,,,
217,,1830 BROWN ST,,38.30473757,-122.2908747,2014-09-05,Yellow,2014-09-05, ,do not use fireplace until chimney is repaired,,,,,,,,,
218,,1835 BROWN ST,,38.30456288,-122.2916475,2014-10-03,Yellow,2014-10-03, ,"Moderate cracks around chimney & porch, also cracks in backroom H wall E corner exter. Cracks @ same location",,,,,,,,,
219,,1845 BROWN ST B,,38.30473496,-122.2916165,2014-10-03,Yellow,2014-10-03, ,Moderate to severe cracks on brm walls. Ext. & Int. ceilings has moderate cracks,,,,,,,,,
220,,1859 BROWN ST,,38.30474724,-122.2919395,2014-09-05,Yellow,2014-09-05, ,do not use fireplace until chimney is repaired,,,,,,,,,
221,,1866 BROWN ST,,38.30524582,-122.2912936,2014-09-05,Yellow,2014-09-05, ,do not use fireplace until chimney is repaired,,,,,,,,,
222,,1866 BROWN ST,,38.30524582,-122.2912936,2014-09-25,Green,2014-09-25, ,"Chimney cracked appears to be old, chimeny has minor old hairline cracks, appears functional. No restrictions",,,,,,,,,
223,,1871 BROWN ST,,38.30481527,-122.2921816,2014-09-05,Yellow,2014-09-05, ,do not use fireplace until chimney is repaired,,,,,,,,,
224,,1875 BROWN ST,,38.30494324,-122.2922825,2014-09-05,Yellow,2014-09-05, ,do not use fireplace until chimney is repaired,,,,,,,,,
225,,20 GARFIELD LN,,38.33298403,-122.2961452,2014-09-05,Yellow,2014-09-05, ,"windows walls racked, FP chimney broke at roofline; repair or remove",,,,,,,,,
226,,56 GARFIELD LN,,38.33174336,-122.2988569,2014-09-29,Yellow,2014-09-29, ,Fireplace chimney down @ roofline-Damaged chimney removed-NO HAZARD,,,,,,,,,
227,,143 GARTH ST,,38.33852361,-122.328213,2014-09-24,Green,2014-09-24, ,Mobile hm. Set on concrete blks as per CDHCD division of codes & standards. Previously posted green placard to remain,,,,,,,,,
228,,251 GASSER DR,,38.28365718,-122.2789721,2014-09-05,Yellow,2014-09-05, ,collapse of hanging lights,,,,,,,,,
229,,57 GEORGE ST,,38.31014007,-122.295656,2014-09-05,Yellow,2014-09-05, ,"Walls off foundation1-3""",,,,,,,,,
230,,1107 GEORGE ST,,38.31014483,-122.295479,2014-09-05,Red,2014-09-05, ,house shifted off foundation,,,,,,,,,
231,,1645 GEORGIA ST,,38.3025245,-122.2962347,2014-09-05,Yellow,2014-09-05, ,top 1/4 of chimney down,,,,,,,,,
232,,1731 GEORGIA ST,,38.30316182,-122.2964377,2014-09-05,Yellow,2014-09-05, ,Chimney Down,,,,,,,,,
233,,1820 GEORGIA ST,,38.3038694,-122.2961937,2014-09-05,Yellow,2014-09-05, ,do not use carport,,,,,,,,,
234,,1820 GEORGIA ST,,38.3038694,-122.2961937,2014-09-17,Yellow,2014-09-17, ,already tagged yellow on 24 Aug 14,,,,,,,,,
235,,2145 GEORGIA ST,,38.30652326,-122.2973647,2014-09-05,Yellow,2014-09-05, ,Porch support columns have slipped off foundation.,,,,,,,,,
236,,2205 GEORGIA ST,,38.30685466,-122.2975049,2014-09-05,Yellow,2014-09-05, ,chimney separated from bldg,,,,,,,,,
237,,2325 GEORGIA ST,,38.30783728,-122.2978085,2014-09-05,Yellow,2014-09-05, ,Chimney foundation bricks knocked out of alignment,,,,,,,,,
238,,2350 GERALD ST,,38.27891655,-122.2977011,2014-09-25,Green,2014-09-25, ,"Cracked mortar running diag along outside of chim. It appears to have pulled away fr. House <1/4"", minor cracked evident in mortar for int. part damage observed",,,,,,,,,
239,,4001 FOXRIDGE WAY,,38.3117901,-122.342598,2014-09-17,Green,2014-09-17, ,owner not present - no visible damage from street,,,,,,,,,
240,,4007 FOXRIDGE WAY,,38.31238764,-122.3425788,2014-09-29,Green,2014-09-29, ,Hairline cracks in stucco,,,,,,,,,
241,,4012 FOXRIDGE WAY,,38.31239731,-122.3419658,2014-09-05,Yellow,2014-09-05, ,detached section of brick wainscoat at entry,,,,,,,,,
242,,271 FRANKLIN ST,,38.29065138,-122.2889574,2014-09-05,Yellow,2014-09-05, ,Collapsed chimney. Part of the chimney is cracked and not fallen. Avoid chimney area,,,,,,,,,
243,,313 FRANKLIN ST,,38.2913777,-122.2887178,2014-09-05,Yellow,2014-09-05, ,chimney,,,,,,,,,
244,,320 FRANKLIN ST,,38.29132909,-122.2880053,2014-09-05,Yellow,2014-09-05, ,chimney,,,,,,,,,
245,,333 FRANKLIN ST,,38.29161978,-122.2886172,2014-09-05,Yellow,2014-09-05, ,chimney,,,,,,,,,
246,,346 FRANKLIN ST,,38.29164293,-122.2878889,2014-09-05,Yellow,2014-09-05, ,porch damage,,,,,,,,,
247,,386 FRANKLIN ST,,38.29220174,-122.2878084,2014-09-05,Yellow,2014-09-05, ,chimney,,,,,,,,,
248,,709 FRANKLIN ST,,38.29561768,-122.2873106,2014-09-05,Yellow,2014-09-05, ,Family Services of Napa Valley,,,,,,,,,
249,,308 FRANKLIN ST,,38.2911622,-122.2881353,2014-09-25,Green,2014-09-25, ,"Settlement @ porch stops to driveway, apparans supported @ chimney to wall (1/2 "") No visible cracks",,,,,,,,,
250,,817 FRANKLIN ST,,38.29638005,-122.2880131,2014-09-05,Green,2014-09-05, ,stopped work-sheetrock installation,,,,,,,,,
251,,70 FRANKLIN ST,,38.28741601,-122.2894961,2014-09-29,Green,2014-09-29, ,No damage minor plaster cracks,,,,,,,,,
252,,1726 G ST,,38.3055408,-122.3003429,2014-09-16,Yellow,2014-09-16, ,"freestanding cmu wall at east property line is leaning, impacts neighbors at 1718 G St, aftershocks may cause collapse/no access/demolis or repair",,,,,,,,,
253,,1408 G ST,,38.30628591,-122.2964326,2014-09-25,Green,2014-09-25, ,"Numerous areas where plaster is cracked inside,almost all areas cracks run fr corners of doors/openings/windows & extend 3' across the wall diagonally 45 deg",,,,,,,,,
254,,3409 BOULDER CREEK CT,,38.30220476,-122.3394828,2014-10-02,Green,2014-10-02, ,"Minor cracks on walls ext & minor cracks around chimney, ceiling. Owner reports there is difficulty to open & close garage door",,,,,,,,,
255,,3417 BOULDER CREEK CT,,38.30203071,-122.3394964,2014-09-25,Green,2014-09-25, ,"Mior cracks in interior drywall, no exterior damage noted",,,,,,,,,
256,,3421 BOULDER CREEK CT,,38.30181248,-122.3395334,2014-10-08,Yellow,2014-10-08, ,Keep area clear around chimney,,,,,,,,,
257,,3447 BOULDER CREEK CT,,38.30224463,-122.340062,2014-10-08,Yellow,2014-10-08, ,Keep area clear around chimney,,,,,,,,,
258,,3520 BROWNS VALLEY RD,,38.30654693,-122.3400605,2014-09-05,Yellow,2014-09-05, ,Brick chimney collapsed onto the ground and front entry stairs and landing have slumped.,,,,,,,,,
259,,2432 BRAETON CT,,38.30806007,-122.3180378,2014-09-24,Green,2014-09-24, ,requst to eval chimney - green tag reposted,,,,,,,,,
260,,3869 BRIARWOOD ST,,38.32743983,-122.3194226,2014-09-05,Yellow,2014-09-05, ,full height wall support/supporting roof coming off foundation - occupancy ok,,,,,,,,,
261,,821 FOSTER RD,,38.28135596,-122.3062,2014-10-03,Green,2014-10-03, ,"Interior cracking leads to interface, recomment to be repaired, minor cracking on fireplace wall/ S &E wall kitchen interface",,,,,,,,,
262,,81 FOUNTAIN GROVE CIR,,38.28135596,-122.3062,2014-10-07,Yellow,2014-10-07, ,"Safe to occupy, clubhouse & pool except areas adjacent self supporting trellis. Standard Engineer inspection req'd",,,,,,,,,
263,,1340 FOURTH ST,,38.29579707,-122.2868383,2014-09-05,Yellow,2014-09-05, ,damaged chimney - leaning,,,,,,,,,
264,,1427 FOURTH ST,,38.2952358,-122.2874822,2014-09-05,Red,2014-09-05, ,"collapse, leaning, racking",,,,,,,,,
265,,1429 FOURTH ST,,38.29519772,-122.2874686,2014-09-05,Red,2014-09-05, ,"collapse, leaning, racking",,,,,,,,,
266,,1447 FOURTH ST,,38.29514925,-122.2878084,2014-09-08,Yellow,2014-09-08, ,plaster separted from lath throughout interior - front business only - remove loose materials to allow public access,,,,,,,,,
267,,1029 CLARK ST,,38.31059671,-122.2745381,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
268,,1030 CLARK ST,,38.31107245,-122.274128,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
269,,1032 CLARK ST,,38.31106943,-122.2738458,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
270,,1033 CLARK ST,,38.31070485,-122.2739123,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
271,,1035 CLARK ST,,38.31065774,-122.2735732,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
272,,1036 CLARK ST A,,38.31117004,-122.2734253,2014-09-05,Green,2014-09-05, , ,,,,,,,,,
273,,1036 CLARK ST B,,38.31117004,-122.2734253,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
274,,1036 CLARK ST,,38.31117004,-122.2734253,2014-09-05,Green,2014-09-05, , ,,,,,,,,,
275,,1037 CLARK ST,,38.31067695,-122.2733442,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
276,,1038 CLARK ST,,38.31125119,-122.2732191,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
277,,1039 CLARK ST,,38.31069192,-122.2731667,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
278,,1040 CLARK ST,,38.31113329,-122.2729943,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
279,,1041 CLARK ST,,38.31070628,-122.2729945,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
280,,1043 CLARK ST,,38.3107209,-122.2728168,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
281,,1045 CLARK ST,,38.31073509,-122.2726429,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
282,,1046 CLARK ST,,38.31126499,-122.2722137,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
283,,1047 CLARK ST,,38.31075544,-122.2723889,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
284,,1047 CLARK ST,,38.31075544,-122.2723889,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
285,,1100 CLARK ST,,38.31137498,-122.2716799,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
286,,1101 CLARK ST,,38.31081067,-122.2720106,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
287,,2342 CHAD CT,,38.30404876,-122.3109568,2014-09-25,Green,2014-09-25, ,Cracking of GYP board,,,,,,,,,
288,,4206 CHARDONNAY CT,,38.3304239,-122.3292796,2014-09-17,Yellow,2014-09-17, ,"engr must eval chimney, sill placte connections, post to header in family room",,,,,,,,,
289,,4206 CHARDONNAY CT,,38.3304239,-122.3292796,2014-09-17,Yellow,2014-09-17, ,previously visited,,,,,,,,,
290,,4207 CHARDONNAY CT,,38.3301696,-122.3296812,2014-10-02,Green,2014-10-02, ,minor cracks on bricks,,,,,,,,,
291,,1006 CHARLSON WAY,,38.30338191,-122.3173006,2014-09-05,Green,2014-09-05, , ,,,,,,,,,
292,,1043 CHARLSON WAY,,38.30409514,-122.3167379,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
293,,261 CHELSEA AVE,,38.30033379,-122.3116663,2014-09-29,Green,2014-09-29, ,"Exterior inspection only GREEN- no damage seen inside, owner called Left a message.",,,,,,,,,
294,,271 CHELSEA AVE,,38.3004817,-122.3115874,2014-09-25,Green,2014-09-25, ,"Green tag, minor cracking, no structual damage",,,,,,,,,
295,,115 CHERRYVIEW CT,,38.28828552,-122.3058453,2014-09-25,Green,2014-09-25, ,"Green tag, no comments",,,,,,,,,
296,,148 CHERRYVIEW CT,,38.28878816,-122.3052501,2014-09-25,Green,2014-09-25, ,GREEN TAG no comments,,,,,,,,,
297,,148 CHERRYVIEW CT,,38.28878816,-122.3052501,2014-09-29,Green,2014-09-29, ,"No damage, exterior only",,,,,,,,,
298,,7 CHESAPEAKE CT,,38.27690064,-122.2923235,2014-09-25,Green,2014-09-25, ,Superficial ext & int cracks @ door & window corners,,,,,,,,,
299,,835 CHURCH ST,,38.2957166,-122.2898958,2014-09-05,Yellow,2014-09-05, , ,,,,,,,,,
300,," ,  ",,38.2957166,-122.2898958,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
301,,3263 CLAREMONT WAY,,38.32054144,-122.3005622,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
302,,2581 BUTTE ST,,38.31024537,-122.3052612,2014-09-05,Yellow,2014-09-05, ,concrete wall in backyard collapse,,,,,,,,,
303,,2589 BUTTE ST,,38.31042092,-122.3053114,2014-09-05,Yellow,2014-09-05, ,"Cracked chimney 12-24"" on horizontal",,,,,,,,,
304,,242 BUTTERCUP CT,,38.29108331,-122.2663229,2014-09-25,Green,2014-09-25, ,No cracks observed from exterior,,,,,,,,,
305,,3411 ELLEN WAY,,38.30790197,-122.3393451,2014-09-05,Yellow,2014-09-05, ,chimney,,,,,,,,,
306,,2218 ESSEX ST,,38.32153338,-122.3177115,2014-10-08,Green,2014-10-08, ,No comments,,,,,,,,,
307,,1135 ESTATES DR,,38.30121766,-122.3452798,2014-09-11,Green,2014-09-11, , ,,,,,,,,,
308,,2010 EUCLID AVE,,38.31078352,-122.3068063,2014-09-05,Yellow,2014-09-05, ,cracked with loose section of chimney,,,,,,,,,
309,,2020 EUCLID AVE,,38.31073417,-122.307076,2014-09-05,Yellow,2014-09-05, ,chimney section above roof line has been removed,,,,,,,,,
310,,2036 EUCLID AVE,,38.31063562,-122.3076141,2014-09-05,Yellow,2014-09-05, ,chimney collapsed,,,,,,,,,
311,,2137 EUCLID AVE,,38.30973692,-122.3104107,2014-09-23,Yellow,2014-09-23, ,owner in process of removing chimney debris - do not use fireplace,,,,,,,,,
312,,2145 EUCLID AVE,,38.3096865,-122.3106885,2014-09-25,Green,2014-09-25, ,"Green tag, no comments",,,,,,,,,
313,,2181 EUCLID AVE,,38.30948926,-122.3117569,2014-09-25,Green,2014-09-25, ,"Green tag, no comments",,,,,,,,,
314,,2190 EUCLID AVE,,38.30980534,-122.3121525,2014-09-23,Yellow,2014-09-23, ,top portions of chimney collpased into neighbors yard,,,,,,,,,
315,,2197 EUCLID AVE,,38.30918856,-122.3133056,2014-10-02,Green,2014-10-02, ,No comments,,,,,,,,,
316,,2200 EUCLID AVE,,38.30950952,-122.3137029,2014-09-05,Yellow,2014-09-05, ,chimney falling hazard,,,,,,,,,
317,,2261 EVA ST,,38.27865027,-122.2952171,2014-09-23,Yellow,2014-09-23, ,chimney damage - int face fell - do not use side yard adj to chimney - taped in living room,,,,,,,,,
318,,3768 BEL AIRE PLZ,,38.32358347,-122.3066029,2014-09-05,Green,2014-09-05, ,(Bel Aire Plaza) damage limited to roofing and contents,,,,,,,,,
319,,3770 BEL AIRE PLZ,,38.32322189,-122.3063015,2014-09-05,Green,2014-09-05, ,(Bel Aire Plaza) damage limited to roofing and contents,,,,,,,,,
320,,3780 BEL AIRE PLZ,,38.32390888,-122.3071042,2014-09-05,Green,2014-09-05, ,(Bel Aire Plaza) damage limited to roofing and contents,,,,,,,,,
321,,3299 CLAREMONT WAY,,38.32147826,-122.3032873,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
322,," ,  ",,38.32147826,-122.3032873,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
323,,3789 CLARA CT,,38.31991472,-122.3281967,2014-09-29,Green,2014-09-29, ,"Minor cracks in walls, no damage",,,,,,,,,
324,,3798 CLARA DR,,38.32078738,-122.3276907,2014-10-02,Green,2014-10-02, ,URM fence has been detached & unstable. Restricted areas. Minor crack btwn root diaphragm & wall,,,,,,,,,
325,,3773 CLARA CT,,38.31937184,-122.3280581,2014-09-05,Green,2014-09-05, ,chimney removed/ fell off-already removed,,,,,,,,,
326,,3263 CLAREMONT WAY,,38.32054144,-122.3005622,2014-09-05,Green,2014-09-05, ,(Travis),,,,,,,,,
327,,3263 CLAREMONT WAY,,38.32054144,-122.3005622,2014-09-05,Green,2014-09-05, ,(Formatech),,,,,,,,,
328,,3273 CLAREMONT WAY,,38.32038407,-122.3012983,2014-09-05,Green,2014-09-05, ,(medical offices),,,,,,,,,
329,,3285 CLAREMONT WAY,,38.32024026,-122.3032193,2014-09-05,Green,2014-09-05, ,interior sheet rock partition walls (Kaiser Medical Offices),,,,,,,,,
330,,3299 CLAREMONT WAY,,38.32147826,-122.3032873,2014-09-05,Green,2014-09-05, ,(Soto Family NonProfit  Center),,,,,,,,,
331,,2455 CLARET ST,,38.32786506,-122.3290374,2014-09-25,Green,2014-09-25, ,Minor cracks @lower part of the brick chimney,,,,,,,,,
332,," ,  ",,38.32786506,-122.3290374,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
333,,1005 CLARK ST,,38.31045276,-122.2758984,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
334,,1009 CLARK ST,,38.31042984,-122.2756753,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
335,,1014 CLARK ST,,38.31095817,-122.2758621,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
336,,1015 CLARK ST,,38.3104496,-122.2754387,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
337,,1018 CLARK ST,,38.31094547,-122.2754804,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
338,,1019 CLARK ST,,38.31053701,-122.2752042,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
339,,1020 CLARK ST,,38.31096057,-122.2752733,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
340,,1022 CLARK ST,,38.31096775,-122.2750136,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
341,,1023 CLARK ST,,38.3105553,-122.2749782,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
342,,1024 CLARK ST,,38.31096951,-122.2748412,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
343,,3375 ELLEN WAY,,38.30793574,-122.3363075,2014-10-09,Yellow,2014-10-09, ,Chimney falling-requires permit for replacement. Avoid area around chimney,,,,,,,,,
344,,3389 ELLEN WAY,,38.30789473,-122.3378459,2014-09-05,Yellow,2014-09-05, ,repairs needed to chimney,,,,,,,,,
345,,3408 ELLEN WAY,,38.308455,-122.3389497,2014-09-29,Yellow,2014-09-29, ,Chimney damaged-ok to occupy,,,,,,,,,
346,,3411 ELLEN WAY,,38.30790197,-122.3393451,2014-09-29,Yellow,2014-09-29, ,Restricted area around chimney,,,,,,,,,
347,,1321 ELM ST,,38.28923373,-122.2882502,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
348,,1323 ELM ST,,38.28924608,-122.2883044,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
349,,1324 ELM ST,,38.28958987,-122.2882211,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
350,,1330 ELM ST,,38.28972126,-122.2880498,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
351,,1350 ELM ST,,38.28968236,-122.2884429,2014-09-05,Yellow,2014-09-05, ,avoid using the front entrance,,,,,,,,,
352,,1425 ELM ST,,38.28947495,-122.2894363,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
353,,1429 ELM ST,,38.28950999,-122.2896838,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
354,,1455 ELM ST,,38.28958987,-122.2902497,2014-09-05,Green,2014-09-05, , ,,,,,,,,,
355,,1555 ELM ST,,38.28953506,-122.2906447,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
356,,1601 ELM ST,,38.28947753,-122.2908314,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
357,,1603 ELM ST,,38.2894769,-122.2910275,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
358,,1615 ELM ST,,38.28952495,-122.2912342,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
359,,1633 ELM ST,,38.28952409,-122.2914319,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
360,,1641 ELM ST,,38.28952332,-122.2916172,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
